File,Panjang,Keliling,Diameter,Luas,Faktor bentuk,ASM 0,ASM 45,ASM 90,ASM 135,Kontras 0,Kontras 45,Kontras 90,Kontras 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135,Korelasi 0,Korelasi 45,Korelasi 90,Korelasi 135,Jenis
Gambar baru\Avicennia alba\avicennia_alba49.jpg,365.57488972849325,2409.0163680315018,302.8717902219992,257257.5,1.7951535105679326,0.0011581681799242938,0.0010738788470752878,0.0012774175161923398,0.0010547196878047116,17.379777703033536,17.715656726192265,8.4490314640412,27.74594536632472,0.4278142630545313,0.3953900424325174,0.45880334448849386,0.39105464174186716,10.676180967742352,10.83452970562492,10.474366279470551,10.92938455577798,0.9964292903067518,0.9963570755451411,0.9982614535087713,0.9942944333351986,1
Gambar baru\Senoratia alba\sonneratia_alba81 (2).JPG,242.7055829600959,1523.1311557292938,205.75213981876442,129009.0,1.4310167941323992,0.2699706253076359,0.2683354385113781,0.2698912527942106,0.26801199344558063,31.24246269569499,46.512455911244174,41.28069578644868,70.66475312211485,0.6750251001064262,0.6439893671585164,0.654038343086442,0.631374695122375,5.914843880708532,6.078429117129509,6.011428878534562,6.18708833658098,0.9955855501978808,0.9934300475789566,0.9941672938352972,0.9900185002756547,8
Gambar baru\Avicennia alba\Avicennia alba111.jpg,255.51907952244974,1874.4305803775787,167.77203780870997,67119.0,4.165655783817774,0.5750368870945284,0.5699954074261006,0.5742872951447276,0.5702953728580759,16.596173250978698,37.15196403200058,13.84909338307252,22.830327702482872,0.8996358631766395,0.8802242140499694,0.9016704940490855,0.8771649841033482,2.9916216043689503,3.1203158805447266,2.9900417365809853,3.1152666455575915,0.9979861366736266,0.9954987727895288,0.9983194811932852,0.9972339418667138,1
Gambar baru\Bruguiera cylindrica\Bruguiera cylindrica97.JPG,256.1640099623677,1237.3494082689285,196.03787301331187,81392.5,1.4968919668157732,0.49058452209437353,0.4882579313934463,0.489910352864693,0.488802433202062,20.105537548923817,51.597841613657984,31.938700159002163,33.6753688902848,0.8226238066117546,0.806954208824336,0.816755991890765,0.8107055210401739,3.7382917772398323,3.8445262486422425,3.77665891677183,3.814405277988429,0.9959948628723576,0.9897341889266047,0.9936376297572644,0.993300010929855,2
Gambar baru\Senoratia alba\sonneratia_alba22 (2).JPG,261.6295090390226,1555.3910388946533,203.29406191134555,129307.0,1.4888374521893506,0.2692603935214147,0.2678205580621377,0.27004064854693505,0.26791784601554264,37.0573974131611,47.11176810750589,20.263561032289765,46.88647408672606,0.6699384089294269,0.6601986906334455,0.6991352473456456,0.6592747936483899,5.642809148049379,5.718925089556423,5.476139820053884,5.709475801004856,0.9948975837697618,0.9935154027734256,0.9972100839690492,0.9935464153851021,8
Gambar baru\Avicennia alba\Avicennia alba20.JPG,239.40342520523802,1280.1778395175934,191.6218071520563,96997.5,1.3445290967983252,0.4125704636414317,0.41128356729525095,0.4130012779214364,0.4110584360293735,24.511420621330817,37.2032123038747,14.927325403620385,32.796534939740816,0.7658316812956771,0.7466781095972357,0.7616395573288761,0.7448961532687585,4.743718347144993,4.861965987234807,4.766734173341107,4.882670913195828,0.9955064936657667,0.9931866909012927,0.9972634784294834,0.9939937194647128,1
Gambar baru\Bruguiera gymnorrhiza\Bruguiera gymnorrhiza110.jpg,361.33225707096784,2229.9625453948975,307.66711278363846,260708.5,1.5178542899127414,0.0002222880170118845,0.00016425976746729708,0.0001584590498271907,0.00016025689592956372,270.7717595706967,483.507508013529,603.5532618334189,610.1473684613668,0.08890073314171529,0.06181713944347748,0.0630883138774456,0.05735030605995436,12.858753346135806,13.212757583376048,13.264339724651643,13.293402958122979,0.9149684211509765,0.8482349153283808,0.8103506335340019,0.8084851729882994,3
Gambar baru\Bruguiera cylindrica\bruguiera_cylindrica98.jpg,361.33225707096784,2203.830515027046,306.7861110917783,260877.5,1.4815281110591547,0.00024913053728673395,0.00021418756109488482,0.0003897800650300451,0.00022022834680633755,227.23644661203855,304.91946262460453,109.49161799780035,271.3535602268635,0.18675654639111455,0.16328615447789666,0.2614042710327695,0.1694337799850859,12.759947260802178,12.975104840808351,12.124807216621493,12.915556932175186,0.9317704543722832,0.9084408929854755,0.9671078034207736,0.9185198580290929,2
Gambar baru\Bruguiera gymnorrhiza\Bruguiera gymnorrhiza103.jpg,361.33225707096784,2174.5239470005035,307.16711667391706,260935.0,1.4420694920475001,0.00023565469455098976,0.00013497020794801324,0.00013450488214913464,0.00012914636406571772,256.8075961656063,817.5402246468116,848.7546630381613,984.9537340926295,0.08618521572423035,0.041430112084095035,0.044201891740073065,0.04296107678305143,12.69964892437868,13.34629616825714,13.34844490983088,13.402144809471283,0.9129825743989414,0.7230265780128479,0.7121763998063816,0.6663082228985813,3
Gambar baru\Bruguiera gymnorrhiza\Bruguiera gymnorrhiza119.jpg,361.33225707096784,2332.8986181020737,307.3122891563255,260456.5,1.6628254675330694,0.00012028574458251594,0.00012553894351570837,0.00012306201019754586,0.0001263576891946934,1248.0547486546068,840.4245388153385,1048.317010151666,822.0573335733261,0.055670670993356035,0.060329438164267245,0.06076639509429331,0.06129691004732947,13.634566521072596,13.543023981150112,13.576971959038351,13.533316622687488,0.7075474857741337,0.803129007573193,0.7541390767461349,0.8074313400402665,3
Gambar baru\Bruguiera cylindrica\bruguiera_cylindrica65.jpg,361.33225707096784,2196.9848428964615,299.43586373768096,260833.0,1.4725895725962495,0.001332380793907089,0.0011358725193356004,0.0015657316316706389,0.0011453832303531001,155.21472144080624,221.99057142090953,95.6897588979957,178.42055598745267,0.2957841998376129,0.25661966307990164,0.3381628084552044,0.26183586654599134,11.303214766366755,11.603354498934694,10.983261907338857,11.497628235365202,0.9467333729779857,0.9238547370598955,0.9671782555753854,0.9387992687682596,2
Gambar baru\Rhizophora apiculata\rhizophora_apiculata39.JPG,272.6554602424092,1385.8275488615036,193.1102098134477,94408.0,1.6188243169561276,0.41928290030832654,0.41654270897101,0.4177553233336076,0.4165469368507645,18.077677806996192,48.59715227806273,42.69350079501015,46.30935466699365,0.7812652182521669,0.7625246797311542,0.7890758465997625,0.7593400775692514,4.371203880079488,4.490183617830587,4.350674434731116,4.502246676955816,0.9965516468355892,0.9907391596884059,0.9918579441525861,0.9911751302617438,5
Gambar baru\Avicennia alba\Avicennia alba91.JPG,251.62074636245717,1443.3565524816513,215.3033896685501,139699.0,1.1867086143530001,0.23064972620323265,0.22875320742849767,0.23011328681255291,0.2287743058060226,35.364836870107936,70.5866667177274,43.451443248532506,50.77539914445736,0.6291612548520504,0.6125047029490623,0.6423030612183497,0.609624631723554,6.882643805328101,7.024434358968058,6.8364266804855305,7.012867976220014,0.9961950874824477,0.9924074294886185,0.9953246732690688,0.9945384048266535,1
Gambar baru\Rhizophora mucronata\rhizophora_mucronata55.jpg,364.87806182339875,2947.23879802227,280.175922615907,251216.0,2.7515251773865947,0.002796170246962608,0.002630806351808811,0.00286903061266094,0.0026219845249622837,61.3704248715766,72.15331589569519,47.79691322162525,89.4927638910694,0.32406097376927073,0.29933594248356965,0.34268933029481335,0.30225082027819034,10.931680052060857,11.117135062492538,10.795343831604807,11.093337072251503,0.9741641762601947,0.9695434954572797,0.9798242933036923,0.9622248904653204,6
Gambar baru\Rhizophora apiculata\rhizophora_apiculata89.JPG,263.3362869032675,1411.248908162117,212.2302313093848,124257.0,1.2754883899716667,0.2886579105895039,0.2863502574768886,0.2874172425050125,0.28628439540710593,23.260598856409135,54.14006150405349,40.65644110812169,46.60190103438621,0.6982729621262019,0.6849124031975014,0.7101649026417681,0.6834607479632819,5.5596567988758725,5.669005830402336,5.546378025101797,5.683397293424926,0.9963865068943316,0.991592890272667,0.9936845578724671,0.9927634493826885,5
